Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,Choice_6,Choice_7,Choice_8,Choice_9,Choice_10,Choice_11,Choice_12,Choice_13,Choice_14,Choice_15,Choice_16,Choice_17,Choice_18,Choice_19,Choice_20,Choice_21,Choice_22,Choice_23,Choice_24,Choice_25,Choice_26,Choice_27,Choice_28,Choice_29,Choice_30,Choice_31,Choice_32,Choice_33,Choice_34,Choice_35,Choice_36,Choice_37,Choice_38,Choice_39,Choice_40,Choice_41,Choice_42,Choice_43,Choice_44,Choice_45,Choice_46,Choice_47,Choice_48,Choice_49,Choice_50,Choice_51,Choice_52,Choice_53,Choice_54,Choice_55,Choice_56,Choice_57,Choice_58,Choice_59,Choice_60,Choice_61,Choice_62,Choice_63,Choice_64,Choice_65,Choice_66,Choice_67,Choice_68,Choice_69,Choice_70,Choice_71,Choice_72,Choice_73,Choice_74,Choice_75,Choice_76,Choice_77,Choice_78,Choice_79,Choice_80,Choice_81,Choice_82,Choice_83,Choice_84,Choice_85,Choice_86,Choice_87,Choice_88,Choice_89,Choice_90,Choice_91,Choice_92,Choice_93,Choice_94,Choice_95,Choice_96,Choice_97,Choice_98,Choice_99,Choice_100,Subj,Study
1,1,2,3,3,3,3,4,4,4,4,4,1,4,4,4,4,3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,1,1,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,232,SteingroverInPrep
2,2,3,3,1,1,4,4,4,2,2,3,3,1,1,4,4,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,233,SteingroverInPrep
2,3,2,3,2,1,2,4,2,3,3,3,1,1,2,2,2,4,2,2,2,2,2,2,2,3,1,4,4,4,4,4,2,2,2,2,2,4,4,4,4,4,4,3,3,2,2,2,2,1,1,1,1,1,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,234,SteingroverInPrep
2,2,2,1,3,4,4,4,3,2,1,2,1,1,2,1,1,2,4,1,1,4,4,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,4,4,4,2,2,2,2,1,1,1,1,2,2,2,4,4,235,SteingroverInPrep
1,2,3,4,1,2,2,4,2,2,2,2,1,1,3,2,2,4,2,4,2,3,1,2,1,2,2,1,2,4,2,2,2,2,2,1,2,2,2,2,2,4,4,4,4,4,4,4,3,2,2,4,2,4,2,4,2,3,1,2,4,1,2,2,4,3,3,3,3,4,1,4,1,4,4,2,4,2,2,2,2,4,1,1,3,2,4,3,2,2,4,4,4,4,4,4,4,4,2,3,236,SteingroverInPrep
2,4,1,3,2,2,2,2,2,2,4,2,2,2,1,3,4,2,2,2,2,4,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,3,3,3,3,3,3,3,237,SteingroverInPrep
1,2,2,3,4,1,2,4,1,2,4,2,4,2,2,1,4,4,3,2,2,4,3,2,2,4,2,4,3,1,2,2,4,2,2,4,2,4,2,4,2,4,2,4,3,2,3,3,4,3,2,2,2,4,1,2,4,2,4,2,2,4,4,2,2,4,4,2,4,3,3,1,2,4,2,4,2,3,2,4,3,2,2,3,4,4,2,3,4,2,2,3,4,4,2,2,3,4,4,2,238,SteingroverInPrep
3,4,1,2,2,2,2,3,2,2,2,4,2,2,2,2,1,1,1,1,3,3,2,1,2,2,4,1,1,1,1,3,3,2,4,1,2,2,3,4,4,4,4,4,2,1,1,1,3,2,1,2,1,1,2,2,2,2,2,2,2,4,4,4,4,1,1,1,2,2,2,2,2,2,2,2,3,4,3,3,4,4,4,4,1,2,4,4,2,4,4,4,2,1,2,4,3,4,4,2,239,SteingroverInPrep
1,2,3,4,1,2,3,4,4,4,4,3,4,4,4,4,4,3,2,2,2,2,1,1,1,4,4,4,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,240,SteingroverInPrep
1,1,2,3,4,2,4,2,2,2,2,2,2,4,4,4,4,2,2,2,4,4,3,3,3,1,1,2,2,4,4,3,3,1,1,2,2,2,4,4,3,3,2,2,1,1,1,2,2,4,4,4,2,2,1,2,2,4,4,2,2,2,2,2,2,2,4,4,4,4,1,1,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,241,SteingroverInPrep
1,4,1,3,2,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,4,1,3,2,4,1,2,4,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,4,2,3,1,4,2,3,1,4,2,3,1,4,2,242,SteingroverInPrep
2,4,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3,2,1,2,2,2,2,3,2,2,2,2,4,3,1,2,2,2,2,3,2,2,3,4,2,3,2,3,4,2,3,2,2,2,2,4,3,1,2,1,3,4,3,2,1,2,3,4,3,2,2,4,3,4,2,4,4,3,1,2,3,4,2,2,3,4,3,2,2,2,3,4,3,4,1,4,3,4,243,SteingroverInPrep
2,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,4,3,4,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,3,3,2,2,4,1,1,2,1,2,2,3,2,2,2,2,244,SteingroverInPrep
1,1,2,3,4,4,4,4,4,4,1,4,4,2,4,4,2,4,2,2,4,4,2,2,4,2,2,4,4,2,2,4,2,2,4,4,2,2,4,2,2,4,4,2,2,4,2,2,4,4,4,2,2,4,4,1,2,2,4,4,2,2,4,1,4,4,3,4,4,2,3,3,4,4,2,2,4,4,3,3,2,2,4,2,2,4,4,2,4,4,2,2,2,2,4,4,3,3,1,2,245,SteingroverInPrep
2,1,3,3,3,4,2,1,2,3,4,4,4,2,2,2,2,2,2,2,4,4,3,4,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,4,3,3,1,1,1,1,1,1,1,1,1,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,246,SteingroverInPrep
3,2,3,2,3,2,2,2,1,2,4,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,2,3,2,2,2,2,2,3,3,2,3,2,2,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,2,2,3,2,3,247,SteingroverInPrep
2,1,3,4,2,3,1,4,1,2,3,3,3,4,4,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,4,3,3,3,3,1,3,3,3,3,4,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,3,3,3,3,248,SteingroverInPrep
2,2,3,1,1,4,1,2,3,2,2,4,3,2,1,1,2,2,4,3,1,2,3,2,1,2,3,4,4,3,2,1,1,2,3,2,2,2,2,2,2,3,2,2,2,4,3,3,4,4,1,4,1,2,2,2,2,3,3,1,2,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,4,4,2,2,2,2,2,3,2,2,2,2,3,2,2,2,1,2,2,2,1,2,2,4,249,SteingroverInPrep
4,3,3,2,1,2,1,3,1,1,3,4,1,3,2,1,4,3,3,3,3,4,1,2,2,2,2,3,2,2,2,2,3,3,2,2,3,4,2,2,2,3,3,2,2,2,4,3,4,2,2,3,3,4,2,3,4,4,3,4,2,4,4,2,2,2,2,2,2,3,4,3,4,4,4,4,3,2,2,3,3,4,4,2,3,4,3,4,4,3,3,3,4,3,1,3,3,4,1,3,250,SteingroverInPrep
1,3,2,4,4,3,1,2,4,3,2,1,3,4,1,2,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,4,3,2,1,2,3,2,4,4,4,3,4,2,1,2,2,2,2,2,2,3,3,3,4,4,4,2,2,3,2,1,2,2,2,2,3,2,2,2,2,2,2,2,251,SteingroverInPrep
1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,3,3,4,3,2,1,1,2,2,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,252,SteingroverInPrep
1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,3,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,253,SteingroverInPrep
1,3,3,3,3,2,4,3,3,3,1,2,3,4,3,4,4,2,3,4,4,4,4,1,4,4,3,3,3,4,4,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,254,SteingroverInPrep
1,2,3,4,1,1,1,2,3,4,3,2,1,2,3,4,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,255,SteingroverInPrep
1,1,1,2,3,4,1,2,1,4,1,3,2,4,1,3,2,4,1,3,2,4,1,3,2,1,4,3,2,1,4,2,3,1,4,3,2,3,2,3,2,3,2,3,4,1,2,3,1,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,256,SteingroverInPrep
1,1,1,2,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,2,2,2,2,4,2,2,3,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,3,3,3,2,2,2,2,3,4,4,3,2,2,3,3,4,4,2,2,2,2,3,3,4,4,4,2,2,2,2,2,2,2,2,2,2,2,3,2,257,SteingroverInPrep
1,2,3,4,1,2,3,4,1,2,3,4,2,2,2,1,3,3,3,1,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,258,SteingroverInPrep
3,1,2,4,3,2,4,2,2,2,3,2,2,4,1,1,2,3,2,2,2,2,4,4,2,2,4,2,1,1,2,3,3,3,4,4,4,4,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,2,2,2,3,2,3,3,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,259,SteingroverInPrep
1,2,3,4,2,2,2,2,2,4,4,2,2,2,2,4,4,4,3,4,3,3,1,1,3,1,2,2,2,4,4,4,4,4,1,3,4,3,4,4,3,3,1,1,2,2,2,4,2,1,4,2,4,1,2,4,1,2,1,4,2,1,4,3,2,1,2,4,1,2,1,4,3,2,3,4,3,4,2,2,3,1,3,2,4,4,4,3,1,2,2,2,2,2,4,4,1,2,3,4,260,SteingroverInPrep
2,3,1,2,4,2,2,2,2,2,2,2,2,3,4,4,2,2,1,1,1,2,4,3,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,4,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,4,4,2,2,2,2,4,2,4,2,2,2,2,2,2,2,2,2,2,261,SteingroverInPrep
1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,262,SteingroverInPrep
2,4,2,4,3,3,2,4,2,2,4,4,1,1,1,2,3,3,2,4,2,4,3,3,3,1,2,2,2,2,3,3,4,4,1,1,4,4,4,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,2,2,4,2,4,2,4,2,3,3,4,2,3,3,4,2,4,3,4,2,2,2,2,3,3,2,3,4,4,3,4,4,3,4,3,3,4,3,3,3,3,3,3,4,4,4,263,SteingroverInPrep
1,3,2,4,2,3,1,1,2,4,3,2,1,1,2,4,3,1,2,3,4,3,2,4,3,2,1,1,2,3,4,4,2,1,2,4,1,2,4,3,2,1,2,4,2,1,3,2,4,1,4,3,4,4,2,1,2,3,4,4,2,1,2,1,4,2,1,2,1,2,3,4,1,2,1,2,3,4,3,4,3,2,1,3,2,4,1,4,2,4,1,3,4,2,4,1,2,4,3,4,264,SteingroverInPrep
1,1,3,2,4,3,2,2,1,1,2,4,3,2,3,4,2,1,3,2,1,2,4,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,2,2,1,2,2,2,2,4,4,3,2,3,2,2,2,1,4,3,4,4,4,2,1,2,2,2,2,3,2,4,4,4,2,2,3,1,1,2,1,4,3,2,1,2,3,4,4,4,2,1,2,2,2,3,4,4,3,4,3,2,265,SteingroverInPrep
3,2,1,3,3,3,4,4,4,4,4,2,2,2,2,2,2,1,3,2,2,2,2,4,2,2,2,2,4,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,2,2,2,266,SteingroverInPrep
3,4,2,1,3,4,2,1,2,1,2,3,4,2,2,2,2,1,3,2,1,1,1,1,1,3,4,1,2,1,3,1,1,3,4,1,1,3,1,2,1,1,3,3,3,1,4,3,1,1,1,1,1,1,1,3,4,3,3,4,4,4,4,4,4,4,4,4,3,3,1,3,1,1,1,1,1,1,4,4,3,3,4,1,4,4,1,3,1,3,1,4,3,3,3,1,4,3,3,3,267,SteingroverInPrep
4,2,1,1,3,2,2,2,3,4,4,4,2,4,3,3,2,1,2,2,2,3,2,3,3,4,4,4,1,1,2,2,3,2,4,2,2,1,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,2,2,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,4,2,268,SteingroverInPrep
2,3,2,2,1,2,2,4,2,2,2,3,3,3,3,3,4,4,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,269,SteingroverInPrep
2,2,2,3,4,2,2,2,2,2,1,2,2,2,2,3,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,4,1,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,3,1,2,2,2,2,2,3,2,2,2,270,SteingroverInPrep
1,2,3,1,2,1,4,2,3,1,2,4,3,1,2,4,2,3,1,2,3,4,1,2,3,4,3,1,2,1,3,4,2,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,2,1,1,1,1,3,3,3,4,4,4,4,2,2,2,2,1,1,3,2,2,2,4,4,4,4,3,2,2,2,3,2,2,2,1,1,1,4,4,4,4,4,2,2,271,SteingroverInPrep
3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,1,1,2,4,4,3,3,2,1,2,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,272,SteingroverInPrep
3,3,1,1,1,2,4,2,2,3,4,1,2,2,3,4,3,3,2,1,3,3,3,3,3,2,3,3,3,3,2,3,2,3,3,2,1,3,4,2,3,2,2,2,3,3,3,1,3,3,4,3,4,3,3,4,4,2,3,3,3,3,4,2,3,1,4,4,3,4,3,3,3,2,3,1,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,273,SteingroverInPrep
3,1,4,4,2,2,3,1,2,4,4,4,3,2,4,1,3,2,2,4,3,2,1,2,3,4,1,2,3,2,2,2,2,4,3,3,1,1,2,2,2,4,2,1,2,3,2,2,4,2,1,3,3,2,2,2,2,4,1,3,2,2,4,1,2,3,2,1,3,3,3,4,2,4,2,1,2,2,2,2,3,4,2,3,1,3,2,2,4,2,3,1,2,3,4,2,2,2,1,1,274,SteingroverInPrep
1,3,2,1,2,4,2,2,2,3,4,1,1,1,3,4,2,2,2,4,3,1,3,4,2,2,3,4,2,2,2,1,3,4,4,2,2,3,4,2,2,2,3,4,2,2,3,4,3,3,1,2,2,3,3,3,3,3,3,4,4,4,4,2,2,3,3,1,1,1,2,2,2,1,3,4,4,4,4,4,2,2,2,4,3,3,2,2,2,1,1,1,3,3,3,4,4,4,4,2,275,SteingroverInPrep
1,2,3,4,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,276,SteingroverInPrep
3,4,4,2,1,2,1,2,1,4,1,2,2,2,2,2,4,3,3,3,3,3,3,3,4,4,3,2,1,2,1,2,1,2,4,3,3,3,4,1,4,4,4,4,4,4,2,2,3,2,1,2,2,2,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,2,1,2,2,4,4,4,3,2,1,2,2,3,4,4,4,4,4,4,4,4,4,3,3,2,1,1,2,2,2,277,SteingroverInPrep
2,3,1,2,2,2,4,2,2,3,2,2,2,2,1,3,3,4,2,2,2,1,2,2,3,4,2,4,4,2,2,2,2,3,3,3,2,4,4,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,3,3,3,3,3,4,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,4,4,3,4,4,4,2,278,SteingroverInPrep
1,2,3,4,2,1,3,2,1,4,1,2,1,2,3,2,4,3,2,4,3,2,1,2,2,2,2,2,2,2,2,2,1,2,3,4,2,2,2,3,4,4,4,4,3,3,4,2,3,4,4,3,2,1,3,4,3,3,3,4,3,4,4,4,4,1,3,2,2,2,3,4,3,3,4,1,3,4,3,4,1,2,2,2,2,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,279,SteingroverInPrep
3,2,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,1,1,1,1,1,1,1,1,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,1,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,3,3,3,4,4,3,4,3,4,3,4,3,4,4,3,3,3,3,3,3,3,1,280,SteingroverInPrep
1,1,2,2,1,2,2,3,4,1,2,1,3,3,3,2,4,3,4,1,2,2,3,2,3,4,2,2,2,3,2,2,2,2,3,2,2,1,2,2,3,3,3,3,1,1,2,3,4,1,2,3,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,3,3,3,4,1,1,2,2,2,2,2,3,4,3,3,4,1,1,2,3,3,3,3,4,1,2,281,SteingroverInPrep
